category_key,pair_slug,concept_label,variant,statement_index,statement,success,tsne_1,tsne_2,feature_mode,n_features,perplexity
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,26,Perception is more powerful than reality.,1,37.94113,-85.05503,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,27,"What you consume, consumes you.",0,-39.132717,-62.23534,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,28,Most people settle because they fear uncertainty.,1,2.708064,-71.841644,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,29,Your dreams won’t work unless you do.,0,-53.454273,-53.319706,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,30,Peace is found in the present moment.,1,45.78214,-59.220646,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,31,You don’t have to be perfect to be worthy.,1,-76.01239,-50.72162,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,32,A full schedule doesn’t mean a full life.,1,5.2209973,-72.23917,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,33,You can’t pour from an empty cup.,0,-53.69237,-53.33751,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,34,People respect boundaries more than explanations.,0,45.70477,-59.37574,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,35,"The more you seek approval, the less you feel it.",1,31.940641,-69.21488,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,36,Hurt people hurt people.,0,45.750935,-59.130764,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,37,You are more than your worst mistake.,0,-53.93064,-53.503822,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,38,Confidence comes from keeping promises to yourself.,0,33.53837,-70.007996,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,39,Your vibe attracts your tribe.,0,-57.668674,-52.86037,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,40,Not everyone deserves access to you.,0,6.107306,-73.08659,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,41,Growth feels like breaking before it feels like blooming.,1,28.454105,-76.02351,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,42,Simplicity is often the key to clarity.,1,14.566189,-89.98918,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,43,The right people make life lighter.,0,33.26758,-69.972496,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,44,The hardest person to be honest with is yourself.,0,27.005539,-76.1026,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,45,What you avoid now will control you later.,0,-18.14968,-75.35011,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,46,Your environment shapes your mindset.,1,-38.853485,-62.620308,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,47,Letting go of control brings more peace than holding on.,0,7.55412,-84.165474,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,48,Your worth isn’t tied to your productivity.,0,-21.099247,-60.187057,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,49,Sometimes the best answer is no answer.,0,5.1499376,-83.68795,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,50,What you think you lack is often already within you.,0,-77.04573,-45.81891,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,51,The loudest voices aren’t always the wisest.,1,32.580128,-68.3804,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,52,Not everything requires a reaction.,1,7.035697,-83.62474,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,53,Growth often looks like loss.,1,45.739838,-59.199314,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,54,People believe what they want to believe.,0,33.420376,-70.04356,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,55,A kind word can change someone’s entire day.,0,27.25534,-76.20233,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,56,You are always teaching people how to treat you.,1,-87.01831,-29.463633,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,57,What you chase too hard tends to run away.,1,-35.907566,-64.9059,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,58,Sometimes the wrong choice teaches you more than the right one.,0,-35.89151,-64.9142,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,59,You don’t need closure to move on.,1,-21.658092,-60.254097,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,60,The way people treat others says more about them than about you.,0,-16.336351,-72.612976,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,61,"You can’t force inspiration, but you can invite it.",0,6.4096484,-83.058365,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,62,Joy is an act of resistance.,0,45.686123,-59.290123,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,63,Most of what you fear never actually happens.,0,-48.51186,-48.951496,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,64,Every problem is an opportunity to grow.,1,28.764849,-75.92623,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,65,The stories you tell yourself shape your reality.,0,-57.30869,-52.740776,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,66,Holding a grudge is like drinking poison and expecting the other person to suffer.,1,5.968364,-72.962105,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,67,The best way to predict the future is to create it.,1,33.33018,-70.53076,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,68,Saying “no” is a complete sentence.,0,-21.535154,-59.97148,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,69,Love without respect is just attachment.,0,45.69958,-59.273193,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,70,There’s wisdom in stillness.,1,27.752708,-76.35479,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,71,Letting people down is better than letting yourself down.,0,27.83927,-76.27418,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,72,You don’t have to win every battle to win the war.,0,-43.965992,-63.912758,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,73,The right path isn’t always the easiest one.,0,32.497417,-70.120125,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,74,Healing isn’t linear.,1,45.77092,-59.113194,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,75,Your body hears everything your mind says.,0,-53.316444,-53.112167,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,76,"Most people listen to reply, not to understand.",1,5.3480215,-72.41945,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,77,Discomfort is a sign that you’re growing.,0,-22.141726,-50.706085,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,78,You can start over at any time.,0,5.153509,-83.18918,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,79,Don’t make permanent decisions based on temporary emotions.,0,-35.184708,-55.563183,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,80,"The people who mind don’t matter, and the people who matter don’t mind.",0,32.650772,-69.41557,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,81,A moment of patience can prevent a lifetime of regret.,1,6.390676,-83.67697,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,82,Not everyone deserves access to your energy.,0,-15.898273,-72.685585,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,83,It’s okay to change your mind.,1,18.126476,-76.77709,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,84,Sometimes the best revenge is a happy life.,0,27.589819,-76.29688,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,85,What you tolerate today will continue tomorrow.,1,-16.480627,-72.56404,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,86,You don’t have to prove yourself to anyone.,0,-17.60098,-74.34886,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,87,Your thoughts are not always true.,0,-16.64358,-72.80698,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,88,Love is a choice you make every day.,1,32.707333,-70.23937,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,89,One small step can change everything.,1,5.199868,-83.23044,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,90,Your perspective creates your reality.,0,-18.1086,-75.14305,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,91,An apology without change is just manipulation.,1,18.999891,-75.06726,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,92,Most people would rather be right than be happy.,0,7.0087166,-83.51896,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,93,Who you surround yourself with shapes who you become.,0,-38.92134,-61.814495,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,94,Gratitude turns what you have into enough.,0,-65.598206,-34.941967,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,95,Fear is a liar.,0,45.37227,-59.60054,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,96,You don’t have to be ready to begin.,0,-54.652657,-53.64375,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,97,Overthinking steals joy.,0,28.71613,-75.93525,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,98,"The sun will rise again, no matter what.",0,33.68317,-70.67627,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,negpos,99,You are allowed to take up space.,0,-15.647752,-73.176895,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,0,Your future self is watching your choices today.,0,-35.22368,-62.98715,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,1,You don’t have to attend every argument you’re invited to.,0,-53.64725,-53.376537,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,2,"Happiness is a side effect, not a goal.",0,45.11206,-60.850883,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,3,The only way out is through.,1,32.88985,-71.021255,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,4,Small daily choices shape your entire life.,0,31.706047,-72.60458,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,5,Most things aren’t as important as they seem.,0,30.665154,-72.00721,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,6,Comfort zones feel safe but keep you stuck.,1,6.6959434,-83.33993,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,7,Letting go is sometimes the best form of control.,0,-15.961837,-74.05838,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,8,Your opinion of yourself matters more than others’ opinions of you.,1,-55.386776,-53.743618,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,9,The fear of failure keeps more people stuck than failure itself.,0,29.988089,-73.50434,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,10,You are not behind; you’re on your own timeline.,1,4.5094213,-84.63492,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,11,The quality of your life depends on the quality of your thoughts.,1,32.397366,-70.64242,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,12,Everything you admire in others exists within you.,0,4.656307,-73.09709,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,13,Your ego is not your friend.,0,-35.750042,-64.22094,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,14,Time reveals everything.,1,32.347748,-72.902466,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,15,Nothing changes if nothing changes.,0,29.245007,-74.54626,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,16,People don’t change until the pain of staying the same is greater than the pain of changing.,0,31.033289,-71.78084,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,17,A beautiful life is built on ordinary moments.,1,29.958866,-73.3794,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,18,"Most suffering comes from attachment, not circumstances.",0,32.30842,-72.84086,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,19,People treat you how you let them.,1,32.569046,-68.305786,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,20,Silence can be an answer.,1,32.9462,-71.2276,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,21,Difficult conversations create deeper connections.,0,32.518517,-72.02817,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,22,Your potential is limited by your willingness to grow.,1,-18.731491,-75.56413,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,23,Everything you want is on the other side of fear.,0,18.184004,-76.14504,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,24,Regret is a heavier burden than failure.,1,7.1821504,-84.641304,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,25,You don’t need to explain yourself to everyone.,1,-54.8953,-53.920013,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,26,Perception is more powerful than reality.,1,44.678608,-90.20898,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,27,"What you consume, consumes you.",0,-39.26182,-62.20104,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,28,Most people settle because they fear uncertainty.,0,2.6575136,-72.10101,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,29,Your dreams won’t work unless you do.,0,-53.32095,-53.33613,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,30,Peace is found in the present moment.,1,45.62203,-59.84371,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,31,You don’t have to be perfect to be worthy.,0,-76.012726,-50.73218,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,32,A full schedule doesn’t mean a full life.,0,5.476282,-72.480354,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,33,You can’t pour from an empty cup.,0,-53.66872,-53.378784,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,34,People respect boundaries more than explanations.,1,45.538906,-59.90929,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,35,"The more you seek approval, the less you feel it.",1,31.050316,-70.50233,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,36,Hurt people hurt people.,1,45.276394,-60.257076,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,37,You are more than your worst mistake.,1,-54.22386,-53.612114,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,38,Confidence comes from keeping promises to yourself.,1,32.212196,-72.5451,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,39,Your vibe attracts your tribe.,0,-57.701225,-52.83801,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,40,Not everyone deserves access to you.,0,6.1170187,-73.46996,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,41,Growth feels like breaking before it feels like blooming.,1,30.520857,-73.56559,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,42,Simplicity is often the key to clarity.,0,14.593469,-90.06413,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,43,The right people make life lighter.,1,30.796919,-73.21262,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,44,The hardest person to be honest with is yourself.,0,29.185436,-73.17731,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,45,What you avoid now will control you later.,0,-18.261902,-75.34673,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,46,Your environment shapes your mindset.,0,-38.87434,-62.673286,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,47,Letting go of control brings more peace than holding on.,0,29.314674,-73.75477,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,48,Your worth isn’t tied to your productivity.,0,-20.982819,-60.34486,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,49,Sometimes the best answer is no answer.,0,4.688863,-84.462425,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,50,What you think you lack is often already within you.,0,-77.00725,-45.903404,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,51,The loudest voices aren’t always the wisest.,1,32.562595,-68.45085,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,52,Not everything requires a reaction.,0,7.423167,-84.27342,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,53,Growth often looks like loss.,0,45.53555,-59.789352,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,54,People believe what they want to believe.,0,31.995413,-72.53623,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,55,A kind word can change someone’s entire day.,0,29.326038,-73.15267,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,56,You are always teaching people how to treat you.,0,-87.000015,-29.491367,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,57,What you chase too hard tends to run away.,1,-35.91709,-65.001015,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,58,Sometimes the wrong choice teaches you more than the right one.,0,-36.03845,-65.002,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,59,You don’t need closure to move on.,0,-21.217642,-60.825626,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,60,The way people treat others says more about them than about you.,0,-21.272388,-61.17929,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,61,"You can’t force inspiration, but you can invite it.",0,6.37486,-83.42613,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,62,Joy is an act of resistance.,1,45.541237,-59.658405,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,63,Most of what you fear never actually happens.,1,-48.52473,-48.936817,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,64,Every problem is an opportunity to grow.,0,31.2086,-73.34214,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,65,The stories you tell yourself shape your reality.,0,-57.31805,-52.750523,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,66,Holding a grudge is like drinking poison and expecting the other person to suffer.,0,6.05481,-73.38331,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,67,The best way to predict the future is to create it.,0,31.682438,-72.879555,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,68,Saying “no” is a complete sentence.,0,-16.151377,-72.56476,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,69,Love without respect is just attachment.,0,45.52024,-59.79065,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,70,There’s wisdom in stillness.,1,30.000645,-73.23197,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,71,Letting people down is better than letting yourself down.,0,29.631302,-73.49264,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,72,You don’t have to win every battle to win the war.,0,-44.018036,-63.963985,pos_neg,56,35
ideology,ideology__centralization_support__decentralization_support,centralization-support vs decentralization-support,posneg,73,The right path isn’t always the easiest one.,0,31.967432,-71.29407,pos_neg,56,35
