category_key,category_name,pair_slug,concept_label,positive_concept,negative_concept,layer,layer_index,n_layers,n_positive,n_base,n_negative,hidden_dim,pos_base_norm,neg_base_norm,cos_similarity
ideology,IDEOLOGY,ideology__institution_trust__institution_skepticism,institution-trust vs institution-skepticism,institution-trust,institution-skepticism,-35,1,35,100,100,100,2048,1.5180240869522095,0.896641194820404,0.8014647364616394
ideology,IDEOLOGY,ideology__institutional_solutions__market_solutions,institutional-solutions vs market-solutions,institutional-solutions,market-solutions,-35,1,35,100,100,100,2048,1.524108648300171,1.021506667137146,0.8643388152122498
ideology,IDEOLOGY,ideology__law_and_order__reform_priority,law-and-order vs reform-priority,law-and-order,reform-priority,-35,1,35,100,100,100,2048,1.5312196016311646,0.9870566129684448,0.7183974981307983
ideology,IDEOLOGY,ideology__long_term_stability__rapid_innovation,long-term-stability vs rapid-innovation,long-term-stability,rapid-innovation,-35,1,35,100,100,100,2048,1.512353539466858,1.0665236711502075,0.8159745931625366
ideology,IDEOLOGY,ideology__national_priority__global_priority,national-priority vs global-priority,national-priority,global-priority,-35,1,35,100,100,100,2048,1.4797594547271729,0.9406177401542664,0.8209394216537476
ideology,IDEOLOGY,ideology__policy_gradualism__policy_radicalism,policy-gradualism vs policy-radicalism,policy-gradualism,policy-radicalism,-35,1,35,100,100,100,2048,1.52861750125885,0.9796428680419922,0.8396621346473694
ideology,IDEOLOGY,ideology__precautionary_principle__innovation_principle,precautionary-principle vs innovation-principle,precautionary-principle,innovation-principle,-35,1,35,100,100,100,2048,1.4310861825942993,1.0878366231918335,0.8306404948234558
ideology,IDEOLOGY,ideology__precautionary_regulation__innovation_deregulation,precautionary-regulation vs innovation-deregulation,precautionary-regulation,innovation-deregulation,-35,1,35,100,100,100,2048,1.4399802684783936,1.0346016883850098,0.8568313121795654
ideology,IDEOLOGY,ideology__privacy_priority__surveillance_acceptance,privacy-priority vs surveillance-acceptance,privacy-priority,surveillance-acceptance,-35,1,35,100,100,100,2048,1.4251765012741089,1.0369071960449219,0.8206064701080322
ideology,IDEOLOGY,ideology__protectionism__free_trade,protectionism vs free-trade,protectionism,free-trade,-35,1,35,100,100,100,2048,1.5321846008300781,1.0156006813049316,0.8547295928001404
ideology,IDEOLOGY,ideology__public_health_priority__economic_activity_priority,public-health-priority vs economic-activity-priority,public-health-priority,economic-activity-priority,-35,1,35,100,100,100,2048,1.393380880355835,0.9240034222602844,0.8315627574920654
ideology,IDEOLOGY,ideology__public_interest__private_interest,public-interest vs private-interest,public-interest,private-interest,-35,1,35,100,100,100,2048,1.521586537361145,0.9972304701805115,0.8621712327003479
ideology,IDEOLOGY,ideology__public_sector_priority__private_sector_priority,public-sector-priority vs private-sector-priority,public-sector-priority,private-sector-priority,-35,1,35,100,100,100,2048,1.4415605068206787,0.9664980173110962,0.8302390575408936
ideology,IDEOLOGY,ideology__punishment_oriented__rehabilitation_oriented,punishment-oriented vs rehabilitation-oriented,punishment-oriented,rehabilitation-oriented,-35,1,35,100,100,100,2048,1.6314208507537842,1.07085120677948,0.8442270755767822
ideology,IDEOLOGY,ideology__redistribution__wealth_concentration_acceptance,redistribution vs wealth-concentration-acceptance,redistribution,wealth-concentration-acceptance,-35,1,35,100,100,100,2048,1.5314072370529175,0.9602347016334534,0.7229813933372498
ideology,IDEOLOGY,ideology__redistribution_supporting__market_outcome_supporting,redistribution-supporting vs market-outcome-supporting,redistribution-supporting,market-outcome-supporting,-35,1,35,100,100,100,2048,1.4700260162353516,0.969254195690155,0.8039758801460266
ideology,IDEOLOGY,ideology__regulation_of_technology__tech_self_governance,regulation-of-technology vs tech-self-governance,regulation-of-technology,tech-self-governance,-35,1,35,100,100,100,2048,1.6139400005340576,0.9406564235687256,0.8070520758628845
ideology,IDEOLOGY,ideology__regulation_supporting__deregulation_supporting,regulation-supporting vs deregulation-supporting,regulation-supporting,deregulation-supporting,-35,1,35,100,100,100,2048,1.4715079069137573,0.9418532252311707,0.8592056035995483
ideology,IDEOLOGY,ideology__regulatory_caution__entrepreneurial_freedom,regulatory-caution vs entrepreneurial-freedom,regulatory-caution,entrepreneurial-freedom,-35,1,35,100,100,100,2048,1.4995771646499634,1.0063354969024658,0.7878196835517883
ideology,IDEOLOGY,ideology__resource_conservation__resource_utilization,resource-conservation vs resource-utilization,resource-conservation,resource-utilization,-35,1,35,100,100,100,2048,1.5023850202560425,0.9775946140289307,0.8458680510520935
ideology,IDEOLOGY,ideology__risk_averse__risk_seeking,risk-averse vs risk-seeking,risk-averse,risk-seeking,-35,1,35,100,100,100,2048,1.4777648448944092,1.0363640785217285,0.8286478519439697
ideology,IDEOLOGY,ideology__security_priority__freedom_priority,security-priority vs freedom-priority,security-priority,freedom-priority,-35,1,35,100,100,100,2048,1.4112213850021362,0.9337074756622314,0.8341971039772034
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,-35,1,35,100,100,100,2048,1.6359691619873047,0.9491000175476074,0.7332543730735779
ideology,IDEOLOGY,ideology__social_equality__outcome_inequality_acceptance,social-equality vs outcome-inequality-acceptance,social-equality,outcome-inequality-acceptance,-35,1,35,100,100,100,2048,1.9197604656219482,1.107174038887024,0.8497800827026367
ideology,IDEOLOGY,ideology__social_safety_net__minimal_welfare,social-safety-net vs minimal-welfare,social-safety-net,minimal-welfare,-35,1,35,100,100,100,2048,1.5106852054595947,0.9674549102783203,0.7310242652893066
ideology,IDEOLOGY,ideology__social_stability__disruptive_change,social-stability vs disruptive-change,social-stability,disruptive-change,-35,1,35,100,100,100,2048,1.594706416130066,0.9968732595443726,0.7724851369857788
ideology,IDEOLOGY,ideology__strict_regulation__flexible_regulation,strict-regulation vs flexible-regulation,strict-regulation,flexible-regulation,-35,1,35,100,100,100,2048,1.4839779138565063,0.9500953555107117,0.8603662848472595
ideology,IDEOLOGY,ideology__tradition_priority__progress_priority,tradition-priority vs progress-priority,tradition-priority,progress-priority,-35,1,35,100,100,100,2048,1.5038682222366333,0.9364588260650635,0.8028419613838196
ideology,IDEOLOGY,ideology__universal_policy__targeted_policy,universal-policy vs targeted-policy,universal-policy,targeted-policy,-35,1,35,100,100,100,2048,1.627805471420288,1.070644736289978,0.8735877871513367
ideology,IDEOLOGY,ideology__urban_development__environmental_preservation,urban-development vs environmental-preservation,urban-development,environmental-preservation,-35,1,35,100,100,100,2048,1.7130733728408813,1.0329978466033936,0.875466525554657
ideology,IDEOLOGY,ideology__welfare_expansion__fiscal_restraint,welfare-expansion vs fiscal-restraint,welfare-expansion,fiscal-restraint,-35,1,35,100,100,100,2048,1.5649867057800293,1.0994843244552612,0.8532559871673584
linguistic_style,LINGUISTIC STYLE,linguistic_style__abstract_wording__concrete_wording,abstract wording vs concrete wording,abstract wording,concrete wording,-35,1,35,100,100,100,2048,1.670106291770935,1.155314564704895,0.9014458060264587
linguistic_style,LINGUISTIC STYLE,linguistic_style__academic_style__everyday_style,academic style vs everyday style,academic style,everyday style,-35,1,35,100,100,100,2048,1.6772375106811523,1.1361687183380127,0.870698094367981
linguistic_style,LINGUISTIC STYLE,linguistic_style__analytic_presentation__descriptive_presentation,analytic presentation vs descriptive presentation,analytic presentation,descriptive presentation,-35,1,35,100,100,100,2048,1.706362009048462,1.1913803815841675,0.897582471370697
linguistic_style,LINGUISTIC STYLE,linguistic_style__basic_vocabulary__advanced_vocabulary,basic vocabulary vs advanced vocabulary,basic vocabulary,advanced vocabulary,-35,1,35,100,100,100,2048,1.7011185884475708,1.2059485912322998,0.9078772664070129
linguistic_style,LINGUISTIC STYLE,linguistic_style__brief__elaborate,brief vs elaborate,brief,elaborate,-35,1,35,100,100,100,2048,1.6403727531433105,1.1406059265136719,0.8907437920570374
linguistic_style,LINGUISTIC STYLE,linguistic_style__bullet_point_style__paragraph_style,bullet-point style vs paragraph style,bullet-point style,paragraph style,-35,1,35,100,100,100,2048,1.6274232864379883,1.1545225381851196,0.8404949903488159
linguistic_style,LINGUISTIC STYLE,linguistic_style__compact__expansive,compact vs expansive,compact,expansive,-35,1,35,100,100,100,2048,1.6338735818862915,1.1232908964157104,0.8636636137962341
linguistic_style,LINGUISTIC STYLE,linguistic_style__compressed_explanation__expanded_explanation,compressed explanation vs expanded explanation,compressed explanation,expanded explanation,-35,1,35,100,100,100,2048,1.6517716646194458,1.128160834312439,0.8904708027839661
linguistic_style,LINGUISTIC STYLE,linguistic_style__compressed_syntax__expanded_syntax,compressed syntax vs expanded syntax,compressed syntax,expanded syntax,-35,1,35,100,100,100,2048,1.6849751472473145,1.1887845993041992,0.9019285440444946
linguistic_style,LINGUISTIC STYLE,linguistic_style__conceptual_explanation__illustrative_explanation,conceptual explanation vs illustrative explanation,conceptual explanation,illustrative explanation,-35,1,35,100,100,100,2048,1.6848869323730469,1.1877154111862183,0.9016599655151367
linguistic_style,LINGUISTIC STYLE,linguistic_style__concise__verbose,concise vs verbose,concise,verbose,-35,1,35,100,100,100,2048,1.6579623222351074,1.1184065341949463,0.8865059018135071
linguistic_style,LINGUISTIC STYLE,linguistic_style__condensed_expression__extended_expression,condensed expression vs extended expression,condensed expression,extended expression,-35,1,35,100,100,100,2048,1.6671236753463745,1.162108302116394,0.9014787077903748
linguistic_style,LINGUISTIC STYLE,linguistic_style__definition_first__example_first,definition-first vs example-first,definition-first,example-first,-35,1,35,100,100,100,2048,1.631079077720642,1.1213994026184082,0.8772799372673035
linguistic_style,LINGUISTIC STYLE,linguistic_style__dense_information__sparse_information,dense information vs sparse information,dense information,sparse information,-35,1,35,100,100,100,2048,1.6690809726715088,1.1734150648117065,0.9059925675392151
linguistic_style,LINGUISTIC STYLE,linguistic_style__diagrammatic_description__narrative_description,diagrammatic description vs narrative description,diagrammatic description,narrative description,-35,1,35,100,100,100,2048,1.6825703382492065,1.233060598373413,0.8666331171989441
linguistic_style,LINGUISTIC STYLE,linguistic_style__direct_phrasing__circumlocutory_phrasing,direct phrasing vs circumlocutory phrasing,direct phrasing,circumlocutory phrasing,-35,1,35,100,100,100,2048,1.6499055624008179,1.1580495834350586,0.866341769695282
linguistic_style,LINGUISTIC STYLE,linguistic_style__economical_wording__descriptive_wording,economical wording vs descriptive wording,economical wording,descriptive wording,-35,1,35,100,100,100,2048,1.6823151111602783,1.1924527883529663,0.8894435167312622
linguistic_style,LINGUISTIC STYLE,linguistic_style__efficient_wording__redundant_wording,efficient wording vs redundant wording,efficient wording,redundant wording,-35,1,35,100,100,100,2048,1.6603306531906128,1.1285182237625122,0.8699601888656616
linguistic_style,LINGUISTIC STYLE,linguistic_style__exact_wording__paraphrastic_wording,exact wording vs paraphrastic wording,exact wording,paraphrastic wording,-35,1,35,100,100,100,2048,1.642429232597351,1.0945826768875122,0.8697869181632996
linguistic_style,LINGUISTIC STYLE,linguistic_style__explicit_phrasing__implicit_phrasing,explicit phrasing vs implicit phrasing,explicit phrasing,implicit phrasing,-35,1,35,100,100,100,2048,1.687995433807373,1.1610443592071533,0.9067763686180115
linguistic_style,LINGUISTIC STYLE,linguistic_style__formal_register__informal_register,formal register vs informal register,formal register,informal register,-35,1,35,100,100,100,2048,1.7379380464553833,1.1709141731262207,0.8811913132667542
linguistic_style,LINGUISTIC STYLE,linguistic_style__formulaic_structure__free_structure,formulaic structure vs free structure,formulaic structure,free structure,-35,1,35,100,100,100,2048,1.6939923763275146,1.1793556213378906,0.8869544267654419
linguistic_style,LINGUISTIC STYLE,linguistic_style__fully_specified__loosely_specified,fully specified vs loosely specified,fully specified,loosely specified,-35,1,35,100,100,100,2048,1.6393376588821411,1.1453930139541626,0.8932304382324219
linguistic_style,LINGUISTIC STYLE,linguistic_style__generalized_description__instance_based_description,generalized description vs instance-based description,generalized description,instance-based description,-35,1,35,100,100,100,2048,1.6942843198776245,1.1239560842514038,0.8941618800163269
linguistic_style,LINGUISTIC STYLE,linguistic_style__high_information_density__low_information_density,high information density vs low information density,high information density,low information density,-35,1,35,100,100,100,2048,1.637429118156433,1.1065051555633545,0.9004629850387573
linguistic_style,LINGUISTIC STYLE,linguistic_style__information_focused_wording__stylistic_wording,information-focused wording vs stylistic wording,information-focused wording,stylistic wording,-35,1,35,100,100,100,2048,1.6304335594177246,1.1684775352478027,0.8610663414001465
linguistic_style,LINGUISTIC STYLE,linguistic_style__lean_prose__ornate_prose,lean prose vs ornate prose,lean prose,ornate prose,-35,1,35,100,100,100,2048,1.691949725151062,1.4382864236831665,0.8662934303283691
linguistic_style,LINGUISTIC STYLE,linguistic_style__linear_explanation__digressive_explanation,linear explanation vs digressive explanation,linear explanation,digressive explanation,-35,1,35,100,100,100,2048,1.7092703580856323,1.1064162254333496,0.8876203894615173
linguistic_style,LINGUISTIC STYLE,linguistic_style__list_style__discursive_style,list-style vs discursive style,list-style,discursive style,-35,1,35,100,100,100,2048,1.704079508781433,1.1671205759048462,0.883603572845459
linguistic_style,LINGUISTIC STYLE,linguistic_style__literal_phrasing__figurative_phrasing,literal phrasing vs figurative phrasing,literal phrasing,figurative phrasing,-35,1,35,100,100,100,2048,1.6956368684768677,1.2737904787063599,0.8829975128173828
linguistic_style,LINGUISTIC STYLE,linguistic_style__minimal__extensive,minimal vs extensive,minimal,extensive,-35,1,35,100,100,100,2048,1.638038158416748,1.1132752895355225,0.8831764459609985
linguistic_style,LINGUISTIC STYLE,linguistic_style__neutral_register__colloquial_register,neutral register vs colloquial register,neutral register,colloquial register,-35,1,35,100,100,100,2048,1.6303448677062988,1.225972056388855,0.8323701024055481
linguistic_style,LINGUISTIC STYLE,linguistic_style__outline_style__narrative_style,outline-style vs narrative-style,outline-style,narrative-style,-35,1,35,100,100,100,2048,1.6863951683044434,1.2401189804077148,0.8941290974617004
linguistic_style,LINGUISTIC STYLE,linguistic_style__plain_language__technical_language,plain language vs technical language,plain language,technical language,-35,1,35,100,100,100,2048,1.7506896257400513,1.2838490009307861,0.9126101732254028
linguistic_style,LINGUISTIC STYLE,linguistic_style__precise_wording__approximate_wording,precise wording vs approximate wording,precise wording,approximate wording,-35,1,35,100,100,100,2048,1.6561275720596313,1.1647212505340576,0.899699866771698
linguistic_style,LINGUISTIC STYLE,linguistic_style__professional_register__conversational_register,professional register vs conversational register,professional register,conversational register,-35,1,35,100,100,100,2048,1.6822148561477661,1.1554160118103027,0.9048916101455688
linguistic_style,LINGUISTIC STYLE,linguistic_style__short_form__long_form,short-form vs long-form,short-form,long-form,-35,1,35,100,100,100,2048,1.657381296157837,1.1163547039031982,0.8962437510490417
linguistic_style,LINGUISTIC STYLE,linguistic_style__simple_wording__sophisticated_wording,simple wording vs sophisticated wording,simple wording,sophisticated wording,-35,1,35,100,100,100,2048,1.632523536682129,1.1482445001602173,0.8918472528457642
linguistic_style,LINGUISTIC STYLE,linguistic_style__specific_wording__general_wording,specific wording vs general wording,specific wording,general wording,-35,1,35,100,100,100,2048,1.6644558906555176,1.1463695764541626,0.9002287983894348
linguistic_style,LINGUISTIC STYLE,linguistic_style__step_by_step__holistic_description,step-by-step vs holistic description,step-by-step,holistic description,-35,1,35,100,100,100,2048,1.6418449878692627,1.150496482849121,0.8737136125564575
linguistic_style,LINGUISTIC STYLE,linguistic_style__straightforward_style__rhetorical_style,straightforward style vs rhetorical style,straightforward style,rhetorical style,-35,1,35,100,100,100,2048,1.6635503768920898,1.1773693561553955,0.8689516186714172
linguistic_style,LINGUISTIC STYLE,linguistic_style__structured__free_flowing,structured vs free-flowing,structured,free-flowing,-35,1,35,100,100,100,2048,1.670356273651123,1.1442376375198364,0.8760746717453003
linguistic_style,LINGUISTIC STYLE,linguistic_style__succinct__detailed,succinct vs detailed,succinct,detailed,-35,1,35,100,100,100,2048,1.6328620910644531,1.1190595626831055,0.891961395740509
linguistic_style,LINGUISTIC STYLE,linguistic_style__summary_style__full_exposition,summary-style vs full-exposition,summary-style,full-exposition,-35,1,35,100,100,100,2048,1.6715564727783203,1.2049555778503418,0.861010730266571
linguistic_style,LINGUISTIC STYLE,linguistic_style__systematic_layout__impressionistic_layout,systematic layout vs impressionistic layout,systematic layout,impressionistic layout,-35,1,35,100,100,100,2048,1.6825069189071655,1.1258291006088257,0.8839027881622314
linguistic_style,LINGUISTIC STYLE,linguistic_style__taxonomy_style__story_style,taxonomy-style vs story-style,taxonomy-style,story-style,-35,1,35,100,100,100,2048,1.691641092300415,1.1618733406066895,0.8956865668296814
linguistic_style,LINGUISTIC STYLE,linguistic_style__technical_register__lay_register,technical register vs lay register,technical register,lay register,-35,1,35,100,100,100,2048,1.8207594156265259,1.1781322956085205,0.8804183006286621
linguistic_style,LINGUISTIC STYLE,linguistic_style__terminology_heavy__terminology_light,terminology-heavy vs terminology-light,terminology-heavy,terminology-light,-35,1,35,100,100,100,2048,1.6747153997421265,1.231965184211731,0.908125638961792
linguistic_style,LINGUISTIC STYLE,linguistic_style__tight_structure__loose_structure,tight structure vs loose structure,tight structure,loose structure,-35,1,35,100,100,100,2048,1.6934229135513306,1.2094146013259888,0.90550696849823
linguistic_style,LINGUISTIC STYLE,linguistic_style__well_organized__loosely_organized,well-organized vs loosely organized,well-organized,loosely organized,-35,1,35,100,100,100,2048,1.6476086378097534,1.156606674194336,0.8733893632888794
semantic_framing,SEMANTIC FRAMING,semantic_framing__analytic_perspective__experiential_perspective,analytic perspective vs experiential perspective,analytic perspective,experiential perspective,-35,1,35,100,100,100,2048,1.5223464965820312,0.9028041958808899,0.8414416313171387
semantic_framing,SEMANTIC FRAMING,semantic_framing__behavioral_perspective__structural_perspective,behavioral perspective vs structural perspective,behavioral perspective,structural perspective,-35,1,35,100,100,100,2048,1.5142724514007568,1.0376981496810913,0.853634774684906
semantic_framing,SEMANTIC FRAMING,semantic_framing__capability_perspective__limitation_perspective,capability perspective vs limitation perspective,capability perspective,limitation perspective,-35,1,35,100,100,100,2048,1.5055943727493286,0.9852736592292786,0.8454887866973877
semantic_framing,SEMANTIC FRAMING,semantic_framing__causal_perspective__correlational_perspective,causal perspective vs correlational perspective,causal perspective,correlational perspective,-35,1,35,100,100,100,2048,1.5129815340042114,0.9724311828613281,0.8790980577468872
semantic_framing,SEMANTIC FRAMING,semantic_framing__competition_perspective__cooperation_perspective,competition perspective vs cooperation perspective,competition perspective,cooperation perspective,-35,1,35,100,100,100,2048,1.4879403114318848,0.9924816489219666,0.8646883368492126
semantic_framing,SEMANTIC FRAMING,semantic_framing__constraint_perspective__capability_perspective,constraint perspective vs capability perspective,constraint perspective,capability perspective,-35,1,35,100,100,100,2048,1.5202534198760986,0.9864276051521301,0.8498823046684265
semantic_framing,SEMANTIC FRAMING,semantic_framing__cost_benefit_perspective__duty_based_perspective,cost-benefit perspective vs duty-based perspective,cost-benefit perspective,duty-based perspective,-35,1,35,100,100,100,2048,1.4441401958465576,0.9697821736335754,0.7917598485946655
semantic_framing,SEMANTIC FRAMING,semantic_framing__cost_effectiveness_perspective__moral_value_perspective,cost-effectiveness perspective vs moral-value perspective,cost-effectiveness perspective,moral-value perspective,-35,1,35,100,100,100,2048,1.4681812524795532,0.9792882204055786,0.8201393485069275
semantic_framing,SEMANTIC FRAMING,semantic_framing__cost_perspective__benefit_perspective,cost perspective vs benefit perspective,cost perspective,benefit perspective,-35,1,35,100,100,100,2048,1.4903606176376343,0.9605876803398132,0.82301265001297
semantic_framing,SEMANTIC FRAMING,semantic_framing__diagnostic_perspective__prescriptive_perspective,diagnostic perspective vs prescriptive perspective,diagnostic perspective,prescriptive perspective,-35,1,35,100,100,100,2048,1.4874157905578613,0.9529280066490173,0.8636659383773804
semantic_framing,SEMANTIC FRAMING,semantic_framing__economic_perspective__ethical_perspective,economic perspective vs ethical perspective,economic perspective,ethical perspective,-35,1,35,100,100,100,2048,1.5369840860366821,0.9848601818084717,0.8348525762557983
semantic_framing,SEMANTIC FRAMING,semantic_framing__efficiency_analysis_perspective__equity_analysis_perspective,efficiency-analysis perspective vs equity-analysis perspective,efficiency-analysis perspective,equity-analysis perspective,-35,1,35,100,100,100,2048,1.4878895282745361,0.9833440780639648,0.8552933931350708
semantic_framing,SEMANTIC FRAMING,semantic_framing__efficiency_perspective__fairness_perspective,efficiency perspective vs fairness perspective,efficiency perspective,fairness perspective,-35,1,35,100,100,100,2048,1.474960207939148,0.9713977575302124,0.8462392687797546
semantic_framing,SEMANTIC FRAMING,semantic_framing__effort_perspective__outcome_perspective,effort perspective vs outcome perspective,effort perspective,outcome perspective,-35,1,35,100,100,100,2048,1.465210199356079,1.013481855392456,0.8536874055862427
semantic_framing,SEMANTIC FRAMING,semantic_framing__evidence_perspective__narrative_perspective,evidence perspective vs narrative perspective,evidence perspective,narrative perspective,-35,1,35,100,100,100,2048,1.4828869104385376,1.0328582525253296,0.8553292155265808
semantic_framing,SEMANTIC FRAMING,semantic_framing__feasibility_perspective__desirability_perspective,feasibility perspective vs desirability perspective,feasibility perspective,desirability perspective,-35,1,35,100,100,100,2048,1.5313256978988647,0.9174514412879944,0.8127184510231018
semantic_framing,SEMANTIC FRAMING,semantic_framing__growth_perspective__sustainability_perspective,growth perspective vs sustainability perspective,growth perspective,sustainability perspective,-35,1,35,100,100,100,2048,1.5080509185791016,1.0224071741104126,0.8131533265113831
semantic_framing,SEMANTIC FRAMING,semantic_framing__impact_measurement_perspective__principle_based_perspective,impact-measurement perspective vs principle-based perspective,impact-measurement perspective,principle-based perspective,-35,1,35,100,100,100,2048,1.4724470376968384,0.9818026423454285,0.8106905221939087
semantic_framing,SEMANTIC FRAMING,semantic_framing__implementation_perspective__design_perspective,implementation perspective vs design perspective,implementation perspective,design perspective,-35,1,35,100,100,100,2048,1.548629879951477,1.2063734531402588,0.7790620923042297
semantic_framing,SEMANTIC FRAMING,semantic_framing__incentive_perspective__norm_perspective,incentive perspective vs norm perspective,incentive perspective,norm perspective,-35,1,35,100,100,100,2048,1.4683725833892822,1.0483330488204956,0.8584920167922974
semantic_framing,SEMANTIC FRAMING,semantic_framing__individual_impact_perspective__system_impact_perspective,individual-impact perspective vs system-impact perspective,individual-impact perspective,system-impact perspective,-35,1,35,100,100,100,2048,1.4452567100524902,0.9187090396881104,0.852871298789978
semantic_framing,SEMANTIC FRAMING,semantic_framing__individual_perspective__societal_perspective,individual perspective vs societal perspective,individual perspective,societal perspective,-35,1,35,100,100,100,2048,1.469020128250122,0.9662793278694153,0.8301375508308411
semantic_framing,SEMANTIC FRAMING,semantic_framing__innovation_benefit_perspective__innovation_risk_perspective,innovation-benefit perspective vs innovation-risk perspective,innovation-benefit perspective,innovation-risk perspective,-35,1,35,100,100,100,2048,1.552917718887329,1.061772346496582,0.861431896686554
semantic_framing,SEMANTIC FRAMING,semantic_framing__innovation_perspective__regulation_perspective,innovation perspective vs regulation perspective,innovation perspective,regulation perspective,-35,1,35,100,100,100,2048,1.5960643291473389,0.9868120551109314,0.8215522170066833
semantic_framing,SEMANTIC FRAMING,semantic_framing__local_perspective__global_perspective,local perspective vs global perspective,local perspective,global perspective,-35,1,35,100,100,100,2048,1.461307406425476,0.9539597630500793,0.8390006422996521
semantic_framing,SEMANTIC FRAMING,semantic_framing__logic_perspective__empathy_perspective,logic perspective vs empathy perspective,logic perspective,empathy perspective,-35,1,35,100,100,100,2048,1.504447340965271,0.9761599898338318,0.8274146318435669
semantic_framing,SEMANTIC FRAMING,semantic_framing__mechanistic_perspective__holistic_perspective,mechanistic perspective vs holistic perspective,mechanistic perspective,holistic perspective,-35,1,35,100,100,100,2048,1.5498921871185303,0.9723889231681824,0.7863277196884155
semantic_framing,SEMANTIC FRAMING,semantic_framing__micro_level_perspective__macro_level_perspective,micro-level perspective vs macro-level perspective,micro-level perspective,macro-level perspective,-35,1,35,100,100,100,2048,1.5543314218521118,0.9824604392051697,0.8127674460411072
